"fy_ef","org_id","org_name","voted_or_statutory","description","authorities","expenditures"
"FY 2019-20",128,"Department of Employment and Social Development",5,"Grants & Contributions",3045652233.00,2980269273.00
"FY 2019-20",128,"Department of Employment and Social Development",50,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",55,"Budget Implementation Vote",13843150.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",60,"Budget Implementation Vote",60450.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",65,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",70,"Budget Implementation Vote",2276410.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",75,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",80,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",85,"Budget Implementation Vote",308738.00,0.00
"FY 2019-20",128,"Department of Employment and Social Development",90,"Debt Forgiveness",180432220.00,179127425.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Allowance payments (Old Age Security Act)",555643258.00,555643258.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities",137353313.00,137353313.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities",371028405.00,371028405.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children",969415697.00,969415697.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families",216239609.00,216239609.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act",1583022844.00,1583022844.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",263938694.00,263938694.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Energy Cost Benefit",-125.00,-125.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Guaranteed Income Supplement Payments (Old Age Security Act)",13007928280.00,13007928280.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Old Age Security payments (Old Age Security Act)",42706488728.00,42706488728.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)",29245290.00,29245290.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Payments pursuant to the Public Health Events of National Concern Payments Act",4755547878.00,4755547878.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Apprentice Loans Act",2182482.00,2182482.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act",934933044.00,934933044.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Refunds of amounts credited to revenues in previous years",884244.00,884244.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Salary and Motor Car Allowance",263228.00,263228.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act",165958373.00,165937221.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Spending of proceeds from the disposal of surplus Crown assets",158996.00,55534.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Spending pursuant to section 12(4) of the Canada Education Savings Act",1954301.00,1031548.00
"FY 2019-20",128,"Department of Employment and Social Development","S","The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act",4524088.00,4524088.00
"FY 2019-20",128,"Department of Employment and Social Development","S","The provision of funds for interest payments to lending institutions under the Canada Student Loans Act",48476.00,48476.00
"FY 2019-20",128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-2228515.00,-2228515.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Universal Child Care Benefit (Universal Child Care Benefit Act)",2994054.00,2994054.00
"FY 2019-20",128,"Department of Employment and Social Development","S","Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility",54113581.00,54113581.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",1,"Operating/Program",3327271854.00,2480236427.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",10,"Grants & Contributions",3531631271.00,2746587869.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",25,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",30,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",35,"Budget Implementation Vote",7758176.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",40,"Budget Implementation Vote",4864.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",45,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",5,"Capital",9426629.00,5917332.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",50,"Budget Implementation Vote",25777783.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",55,"Budget Implementation Vote",3935592.00,0.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs",60,"Debt Forgiveness",919028970.00,914022919.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Climate Action Support",1192455.00,1192455.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions to employee benefit plans",22055023.00,22055023.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Court Awards",11518818.00,11518818.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts",53284653.00,53284653.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Indian Annuities Treaty payments",1745734.00,1745734.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Refunds of amounts credited to revenues in previous years",577230.00,577230.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Salary and Motor Car Allowance",119341.00,119341.00
"FY 2019-20",129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",1142567.00,695347.00
"FY 2019-20",130,"Department of Industry",1,"Operating/Program",481428884.00,476015192.00
"FY 2019-20",130,"Department of Industry",10,"Grants & Contributions",2369573160.00,1740264099.00
"FY 2019-20",130,"Department of Industry",25,"Budget Implementation Vote",4023056.00,0.00
"FY 2019-20",130,"Department of Industry",30,"Budget Implementation Vote",248990.00,0.00
"FY 2019-20",130,"Department of Industry",35,"Budget Implementation Vote",1266718.00,0.00
"FY 2019-20",130,"Department of Industry",40,"Budget Implementation Vote",964000.00,0.00
"FY 2019-20",130,"Department of Industry",45,"Budget Implementation Vote",283628.00,0.00
"FY 2019-20",130,"Department of Industry",5,"Capital",9232810.00,7869741.00
"FY 2019-20",130,"Department of Industry",50,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",130,"Department of Industry",55,"Budget Implementation Vote",2648333.00,0.00
"FY 2019-20",130,"Department of Industry",60,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",130,"Department of Industry",65,"Budget Implementation Vote",47093.00,0.00
"FY 2019-20",130,"Department of Industry",70,"Budget Implementation Vote",34742.00,0.00
"FY 2019-20",130,"Department of Industry","S","Canadian Intellectual Property Office Revolving Fund",134367353.00,19600283.00
"FY 2019-20",130,"Department of Industry","S","Contributions to employee benefit plans",57619579.00,57619579.00
"FY 2019-20",130,"Department of Industry","S","Contributions to the Canadian Institute for Advanced Research - Pan Canadian Artificial Intelligence",17619000.00,17619000.00
"FY 2019-20",130,"Department of Industry","S","Grant and Contribution to Genome Canada",11400000.00,11400000.00
"FY 2019-20",130,"Department of Industry","S","Liabilities under the Canada Small Business Financing Act",54686824.00,54686824.00
"FY 2019-20",130,"Department of Industry","S","Refunds of amounts credited to revenues in previous years",528400.00,528400.00
"FY 2019-20",130,"Department of Industry","S","Salary and Motor Car Allowance",289236.00,289236.00
"FY 2019-20",130,"Department of Industry","S","Spending of proceeds from the disposal of surplus Crown assets",386879.00,215230.00
"FY 2019-20",132,"Department of Justice",1,"Operating/Program",306024384.00,295422398.00
"FY 2019-20",132,"Department of Justice",10,"Budget Implementation Vote",2677915.00,0.00
"FY 2019-20",132,"Department of Justice",15,"Budget Implementation Vote",3049.00,0.00
"FY 2019-20",132,"Department of Justice",20,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",132,"Department of Justice",25,"Budget Implementation Vote",0.00,0.00
"FY 2019-20",132,"Department of Justice",5,"Grants & Contributions",451303800.00,440049591.00
"FY 2019-20",132,"Department of Justice","S","Contributions to employee benefit plans",77161111.00,77161111.00
"FY 2019-20",132,"Department of Justice","S","Salary and Motor Car Allowance",87500.00,87500.00
"FY 2019-20",132,"Department of Justice","S","Spending of proceeds from the disposal of surplus Crown assets",32803.00,434.00
"FY 2019-20",133,"Department of National Defence",1,"Operating/Program",16930205666.00,16385307841.00
"FY 2019-20",133,"Department of National Defence",10,"Grants & Contributions",222589645.00,222587777.00
"FY 2019-20",133,"Department of National Defence",15,"Operating/Program",435458107.00,417198950.00
"FY 2019-20",133,"Department of National Defence",20,"Budget Implementation Vote",310769.00,0.00
"FY 2019-20",133,"Department of National Defence",25,"Budget Implementation Vote",63037000.00,0.00
"FY 2019-20",133,"Department of National Defence",30,"Budget Implementation Vote",4483609.00,0.00
"FY 2019-20",133,"Department of National Defence",35,"Budget Implementation Vote",9059899.00,0.00
"FY 2019-20",133,"Department of National Defence",5,"Capital",4455248004.00,4164429282.00
"FY 2019-20",133,"Department of National Defence","S","Contributions to employee benefit plans",292333237.00,292333237.00
"FY 2019-20",133,"Department of National Defence","S","Contributions to employee benefit plans (Members of the Military)",1321615141.00,1321615141.00
"FY 2019-20",133,"Department of National Defence","S","Losses on Foreign Exchange",7920184.00,7920184.00
"FY 2019-20",133,"Department of National Defence","S","Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)",25833.00,25833.00
"FY 2019-20",133,"Department of National Defence","S","Payments under Parts I-IV of the Defence Services Pension Continuation Act",225142.00,225142.00
"FY 2019-20",133,"Department of National Defence","S","Payments under the Supplementary Retirement Benefits Act",1043008.00,1043008.00
"FY 2019-20",133,"Department of National Defence","S","Salary and Motor Car Allowance",87500.00,87500.00
"FY 2019-20",133,"Department of National Defence","S","Spending of proceeds from the disposal of surplus Crown assets",33312268.00,26664442.00
"FY 2019-20",134,"Department of Natural Resources",1,"Operating/Program",622682865.00,609326261.00
"FY 2019-20",134,"Department of Natural Resources",10,"Grants & Contributions",522629163.00,415597935.00
"FY 2019-20",134,"Department of Natural Resources",15,"Budget Implementation Vote",131402.00,0.00
